no,productno ,colour,size,crossreference,description,brandid,brandname,brandlineid,brandlinename,img1,img2,img3,img4,img5,img6,composition,countryoforigin,genderid,gendername,ageclassid,ageclassname,seasonid,seasonname,seasonyear,productcategoryid,productcategoryname,productgroupcodeid,productgroupcodename,colorname,colorhex
071163649,50536475,001,ONESI,4063544800105,QANTË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544800105_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544800105_2.jpg,,,,,80% Polyurethane (recycled) 20% Polyester, China,1,male,8,Adult,2,Fall/Winter,2025,3,Accessories,301,Bags,BLACK,#000000
071157882,50520297,404,XL,4063543442832,MAICË POLO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543442832_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543442832_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543442832_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543442832_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543442832_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543442832_5.jpg,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,103,Polos,DARK BLUE,#00008B
071160548,AM91S46E2,110,42,8053686079992,F.FUSTAN,7070,ELISABETTA FRANCHI,7070,ELISABETTA FRANCHI,http://91.187.98.69:8001/07/2660/Published/8053686079992_1.jpg,http://91.187.98.69:8001/07/2660/Published/8053686079992_2.jpg,http://91.187.98.69:8001/07/2660/Published/8053686079992_3.jpg,,,,71%VI18%PA11%PL,Itali,2,female,2,Infant,2,Fall/Winter,2024,1,Apparel,119,Dresses,BLACK,#000000
071158086,50475275,460,S,4063535098436,TË BRENDSHME,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063535098436_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063535098436_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063535098436_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063535098436_4.jpg,,,95% Cotton 5% Elastane, Vietnam,1,male,1,Newborn,3,NOS,,1,Apparel,117,Underwear,DK CHMB HTHR,#4A5D73
071158118,50521187,490,44,4063543421110,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543421066_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_5.jpg,100% Cotton, Bangladesh,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,101,Shirts,,
071158251,50517897,002,45,4063543258228,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543258228_1.jpg,,,,,,Facing  51% Polyamide (recycled) 49% Polyurethane Upper material  80% Lyocell 15% Polyester 5% Elast, Vietnam,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,BLACK,#000000
071148459,S74GU0813,BLACK,S,8054148607715,B.DUKS,7072,DSQUARED2,7072,DSQUARED2,http://91.187.98.69:8001/07/2660/Published/8054148607715_2.jpg,http://91.187.98.69:8001/07/2660/Published/8054148607715_3.jpg,http://91.187.98.69:8001/07/2660/Published/8054148607715_1.jpg,,,,100% CO,IT,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,114,Sweatshirts,,
071175705,50469169,001,56,4021401883265,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4021401883241_1.jpg,http://91.187.98.69:8001/07/2615/Published/4021401883241_2.jpg,http://91.187.98.69:8001/07/2615/Published/4021401883241_3.jpg,http://91.187.98.69:8001/07/2615/Published/4021401883241_4.jpg,http://91.187.98.69:8001/07/2615/Published/4021401883241_5.jpg,http://91.187.98.69:8001/07/2615/Published/4021401883241_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,3,NOS,,1,Apparel,104,Trousers,BLACK,#000000
071147512,50513692,441,32,4063542366603,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063542366757_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063542366757_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063542366757_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063542366757_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063542366757_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063542366757_5.jpg,100% Cotton, Morocco,1,male,1,Newborn,1,Spring/Summer,2024,1,Apparel,105,Jeans,TURQUOISE/AQUA,#40E0D0
071175851,50470787,002,105,4043861422532,RRIP,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4043861422563_1.jpg,http://91.187.98.69:8001/07/2615/Published/4043861422563_2.jpg,,,,,100% Cow hide leather, Tunisia,1,male,8,Adult,3,NOS,,3,Accessories,303,Belts,BLACK,#000000
071146026,50490740,001,S,4063537074995,B.KEMISHE,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063537074988_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063537074988_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063537074988_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063537074988_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063537074988_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063537074988_5.jpg,100% Cotton, India,1,male,8,Adult,1,Spring/Summer,2025,1,Apparel,101,Shirts,BLACK,#000000
071151338,50517854,988,S,4063543103764,TË BRENDSHME,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543103764_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543103764_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543103764_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543103764_4.jpg,,,95% Cotton 5% Elastane, Sri Lanka,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,117,Underwear,OPEN MISCELLANEOUS,#CCCCCC
071158109,50519935,100,42,4063543309258,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543309258_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543309258_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543309258_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543309258_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543309258_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543309258_5.jpg,95% Cotton 5% Elastane, Turkey,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,101,Shirts,BLACK,#000000
071158114,50521187,490,40,4063543421073,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543421066_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543421066_5.jpg,100% Cotton, Bangladesh,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,101,Shirts,,
071151533,50520270,030,ONESI,4063543438613,KRAVATË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543438613_1.jpg,,,,,,52% Polyester 48% Silk, Italy,1,male,1,Newborn,2,Fall/Winter,2024,3,Accessories,310,Ties,MEDIUM GREY,#808080
071150961,50521948,404,56,4063543551992,KOSTUMË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543551992_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543551992_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543551992_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543551992_4.jpg,,,77% Virgin wool 18% Polyamide 5% Elastane, Turkey,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,128,Suits,DARK BLUE,#00008B
071147575,50513631,441,35,4063542360328,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063542360212_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063542360212_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063542360212_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063542360212_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063542360212_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063542360212_5.jpg,92% Cotton 6% Elastomultiester 2% Elastane, Tunisia,1,male,1,Newborn,1,Spring/Summer,2024,1,Apparel,105,Jeans,TURQUOISE/AQUA,#40E0D0
071163305,50520556,426,35,4063543468726,XHINSE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543468658_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543468658_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543468658_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543468658_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543468658_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543468658_5.jpg,100% Cotton, Morocco,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,105,Jeans,MEDIUM BLUE,#0000CD
071157903,50520298,404,XXL,4063543444355,MAICË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543444355_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543444355_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543444355_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543444355_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543444355_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543444355_5.jpg,100% Cotton, Bangladesh,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,102,T-shirts,DARK BLUE,#00008B
071159535,50524084,411,31,4063543048034,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063543048096_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543048096_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543048096_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543048096_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543048096_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543048096_5.jpg,92% Cotton 6% Polyester 2% Elastane, Egypt,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,105,Jeans,,
071151391,50503356,404,44,4063543222427,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543222403_1.jpg,,,,,,100% Cow hide leather, Italy,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,DARK BLUE,#00008B
071151154,50520322,001,S,4063543450165,TRENERKA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543450226_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543450226_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543450226_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543450226_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543450226_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543450226_5.jpg,86% Cotton 14% Polyester, Morocco,1,male,1,Newborn,1,Spring/Summer,2025,1,Apparel,135,Fleece Pants,BLACK,#000000
071151418,50521187,260,42,4063543420892,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543420878_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543420878_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543420878_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543420878_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543420878_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543420878_5.jpg,100% Cotton, Bangladesh,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,101,Shirts,MEDIUM BEIGE,#D6CFC7
071163530,50526955,434,35,4063544414562,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063544414166_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544414166_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063544414166_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063544414166_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063544414166_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063544414166_5.jpg,82% Cotton 16% Polyester (recycled) 2% Elastane, Egypt,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,105,Jeans,BRIGHT BLUE,#1E90FF
071163409,50468239,131,XL,4063535330017,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063535329967_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063535329967_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063535329967_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063535329967_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063535329967_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063535329967_5.jpg,100% Virgin wool, Turkey,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,109,Sweaters,,
071151975,50517638,001,S,4063543389397, POLO,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063543389335_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543389335_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543389335_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543389335_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543389335_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543389335_5.jpg,100% Cotton, Turkey,1,male,8,Adult,1,Spring/Summer,2025,1,Apparel,126,Skirts,BLACK,#000000
071158193,50498245,014,43,4063539004914,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063539004914_1.jpg,,,,,,Lining 85% Polyester (recycled) 15% Elastane Lining 85% Polyester 15% Polyurethane Sole 70% ethylene, India,1,male,8,Adult,3,NOS,,2,Footwear,209,Sneakers,,
071158241,50520181,110,45,4063543263857,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543263772_1.jpg,,,,,,Lining  100% Calfskin Upper material  100% Calfskin Innersole  100% Calfskin Sole  100% Rubber Linin, Italy,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,BLACK,#000000
071163817,50522833,005,43,4063543167490,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543167483_1.jpg,,,,,,Lining 100% Polyester Lining 85% Polyester 15% Polyurethane Sole 100% Rubber Upper material 60% Poly, China,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,BLACK,#000000
071137923,50513480,450,35,4063542021724,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063542021724_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063542021724_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063542021724_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063542021724_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063542021724_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063542021724_5.jpg,98% Cotton 2% Elastane, Egypt,1,male,1,Newborn,1,Spring/Summer,2024,1,Apparel,105,Jeans,LIGHT/PASTEL BLUE,#B0E0E6
071158246,50520181,001,45,4063543262980,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543262898_1.jpg,,,,,,Lining  100% Calfskin Upper material  100% Calfskin Innersole  100% Calfskin Sole  100% Rubber Linin, Italy,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,BLACK,#000000
071163781,50502885,100,45,4063539050355,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063539050355_1.jpg,,,,,,Lining 100% Polyester Lining 60% Polyester 40% Polyurethane Sole 100% Thermoplastic polyurethane Upp, China,1,male,1,Newborn,1,Spring/Summer,2024,2,Footwear,209,Sneakers,BLACK,#000000
071163786,50502893,100,44,4063538789911,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063539050881_1.jpg,,,,,,Lining 100% Polyester Lining 100% Cow hide leather Sole 100% Rubber Upper material 100% Cow hide lea, Portugal,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,BLACK,#000000
071172336,50526951,414,33,4063544408509,XHINSE,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063544408776_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544408776_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063544408776_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063544408776_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063544408776_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063544408776_5.jpg,98% Cotton 2% Elastane, Egypt,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,105,Jeans,ADMIRAL,#2E3F66
071173781,50529463,001,ONESI,4063542954305,B.CANTE,7057,HUGO,132,HUGO RED,http://91.187.98.69:8001/07/2615/Published/4063542954305_1.jpg,,,,,,70% Polyurethane (62% recycled) 30% Polyester,CHINA,1,male,1,Newborn,1,Spring/Summer,2025,3,Accessories,301,Bags,BLACK,#000000
071163840,50529274,001,45,4063544692915,ÇIZME,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544692915_1.jpg,,,,,,Lining 60% Polyurethane 40% Polyester Lining 60% Polyester 40% Polyurethane Sole 90% ethylene vinyl, Italy,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,204,Boots,BLACK,#000000
071151360,50521027,410,40,4063543419414,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543419506_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543419506_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543419506_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543419506_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543419506_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543419506_5.jpg,87% Polyamide (recycled) 13% Elastane, Turkey,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,101,Shirts,NAVY,#000080
071151571,50502893,005,44,4063538789904,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063538789904_1.jpg,,,,,,Lining 100% Polyester Lining 100% Cow hide leather Sole 100% Rubber Upper material 100% Cow hide lea, Portugal,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,BLACK,#000000
071151750,50508584,271,XXL,4063541395246,MAICË,7086,BOSS,130,BOSS ORANGE,http://91.187.98.69:8001/07/2615/Published/4063541395246_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063541395246_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063541395246_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063541395246_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063541395246_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063541395246_5.jpg,100% Pambukë,Portugali,1,male,1,Newborn,1,Spring/Summer,2025,1,Apparel,102,T-shirts,LIGHT BEIGE,#F2EAD3
071163420,50468262,430,S,4063535343703,PULLOVER,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063535343642_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063535343642_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063535343642_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063535343642_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063535343642_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063535343642_5.jpg,100% Virgin wool, Turkey,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,109,Sweaters,BRIGHT BLUE,#1E90FF
071163697,50528131,030,52,4063544664066,PALLTO,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544664066_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544664066_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063544664066_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063544664066_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063544664066_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063544664066_5.jpg,54% Acrylic 25% Virgin wool 21% Polyester, Turkey,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,112,Coats,MEDIUM GREY,#808080
071151387,50503356,404,40,4063542798152,KËMISHË,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543222403_1.jpg,,,,,,100% Cow hide leather, Italy,1,male,8,Adult,2,Fall/Winter,2025,1,Apparel,101,Shirts,DARK BLUE,#00008B
071163383,50517854,972,M,4063544207072,TË BRENDSHME,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544207072_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063544207072_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063544207072_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063544207072_4.jpg,,,95% Cotton 5% Elastane, Vietnam,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,117,Underwear,,
071163822,50522833,106,44,4063543200913,ATLETE,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063544310864_1.jpg,,,,,,Lining 100% Polyester Lining 85% Polyester 15% Polyurethane Sole 100% Rubber Upper material 60% Poly, China,1,male,1,Newborn,2,Fall/Winter,2024,2,Footwear,209,Sneakers,NATURAL,#E3DAC9
071170540,30104295270,36285,XS,4068127252623,Pulover i thurur me vija për femra,7010,TOM TAILOR,7010,TOM TAILOR,http://91.187.98.69:8001/07/2570/Published/4068127252524_1.jpg,http://91.187.98.69:8001/07/2570/Published/4068127252524_2.jpg,http://91.187.98.69:8001/07/2570/Published/4068127252524_3.jpg,,,,"60% CO, 40% VI",BGD,2,female,2,Infant,2,Fall/Winter,2024,1,Apparel,109,Sweaters,RED BLOCK STRIPE,#B22222
071150985,50521051,041,52,4063543494664,PANTALLONA,7086,BOSS,101,BOSS BLACK,http://91.187.98.69:8001/07/2615/Published/4063543494633_1.jpg,http://91.187.98.69:8001/07/2615/Published/4063543494633_2.jpg,http://91.187.98.69:8001/07/2615/Published/4063543494633_3.jpg,http://91.187.98.69:8001/07/2615/Published/4063543494633_4.jpg,http://91.187.98.69:8001/07/2615/Published/4063543494633_5.jpg,http://91.187.98.69:8001/07/2615/Published/4063543494633_5.jpg,67% Polyester 29% Viscose 4% Elastane, Portugal,1,male,1,Newborn,2,Fall/Winter,2024,1,Apparel,104,Trousers,SILVER,#C0C0C0
